iter	Logloss
0	0.6252954517
1	0.5710191042
2	0.518448347
3	0.4737994293
4	0.4334266957
5	0.3841179861
6	0.3406241092
7	0.3089157435
8	0.275839711
9	0.2463762828
10	0.2217865117
11	0.203429173
12	0.1855059617
13	0.16838584
14	0.1493651175
15	0.1362974512
16	0.1235317423
17	0.1120481676
18	0.1015065815
19	0.09431498268
20	0.0861579808
21	0.07887220982
22	0.07240568449
23	0.06592869605
24	0.06001954377
25	0.05441176615
26	0.05004685767
27	0.04548236494
28	0.04200409291
29	0.03858404944
30	0.03557460424
31	0.03290260101
32	0.03032132247
33	0.02787895204
34	0.02570183855
35	0.02358677404
36	0.02180994969
37	0.02015781392
38	0.01868950103
39	0.01737608367
40	0.01611054875
41	0.01493731183
42	0.01398684704
43	0.01311658337
44	0.01234025034
45	0.0115094979
46	0.01079224407
47	0.01017484525
48	0.009450833548
49	0.008915890273
50	0.008435441944
51	0.007943901096
52	0.007576604089
53	0.00717594248
54	0.006845227144
55	0.006516794674
56	0.006287359104
57	0.005965301263
58	0.005654012097
59	0.005397489094
60	0.005157142713
61	0.004937470238
62	0.004803412259
63	0.004570910397
64	0.004319455243
65	0.004123655746
66	0.003965708718
67	0.003846125845
68	0.003753694424
69	0.003615372374
70	0.003493781295
71	0.003406596033
72	0.003268218246
73	0.003146572485
74	0.003059257205
75	0.002976372691
76	0.002860317404
77	0.002786359767
78	0.002699087508
79	0.002647793551
80	0.002570389375
81	0.002508772051
82	0.002503491788
83	0.002443295187
84	0.002443295187
85	0.002392753178
86	0.002392753178
87	0.00232236852
88	0.002256410647
89	0.002200744369
90	0.002141205837
91	0.002141205837
92	0.00209623181
93	0.002031530697
94	0.001982124984
95	0.00197821441
96	0.001925975924
97	0.001902872982
98	0.001851618128
99	0.001851618128
100	0.001846766698
101	0.001846752728
102	0.001809045687
103	0.001779263949
104	0.001779263949
105	0.001779264634
106	0.001745590711
107	0.001742245824
108	0.001742233474
109	0.001738255024
110	0.001732978581
111	0.001701600461
112	0.001701601383
113	0.001670016951
114	0.00167001235
115	0.001667164076
116	0.001667156908
117	0.001631387644
118	0.00160661213
119	0.001601877925
120	0.001597925248
121	0.001597922253
122	0.001575191782
123	0.001535058118
124	0.001535063232
125	0.001535058628
126	0.001535058628
127	0.001503951372
128	0.001503944816
129	0.001474922184
130	0.001474916621
131	0.00147491642
132	0.001474912125
133	0.001469834636
134	0.001469834636
135	0.001465659769
136	0.001435709405
137	0.001435710014
138	0.001435713753
139	0.001435712264
140	0.001435713104
141	0.001393780303
142	0.001393787477
143	0.001361149775
144	0.001361150791
145	0.001361154865
146	0.001361154865
147	0.001337629668
148	0.001337629668
149	0.001337635895
150	0.001337604509
151	0.001337604882
152	0.001337584539
153	0.001337589388
154	0.001337589342
155	0.001337579424
156	0.00133757467
157	0.001331614204
158	0.001331608709
159	0.001307545184
160	0.001304001177
161	0.001304001177
162	0.001285933159
163	0.001285939582
164	0.00128593716
165	0.001285932597
166	0.001285931149
167	0.001285931149
168	0.001268264966
169	0.001268264473
170	0.001268255834
171	0.001244372323
172	0.001244373774
173	0.001229515416
174	0.001229501109
175	0.001229500744
176	0.001229500744
177	0.001206285443
178	0.001206285443
179	0.001206274237
180	0.001206285819
181	0.001206266813
182	0.001184932771
183	0.001184922842
184	0.001180277851
185	0.001180286769
186	0.001180279529
187	0.001180286527
188	0.001180286527
189	0.00118027422
190	0.001155378058
191	0.001155377563
192	0.001155364111
193	0.001130864068
194	0.00112747048
195	0.001127454165
196	0.001127461788
197	0.001127459478
198	0.001107749147
199	0.001107744676
200	0.001107744676
201	0.001107736481
202	0.001107732218
203	0.001107732218
204	0.001107736435
205	0.001107736435
206	0.001092474407
207	0.001092474407
208	0.00109246391
209	0.001092465948
210	0.00109246863
211	0.001089757536
212	0.001089742974
213	0.001089751094
214	0.001089745068
215	0.001089745068
216	0.001089749777
217	0.001073022613
218	0.001073010427
219	0.00107299781
220	0.001072990299
221	0.001072994833
222	0.001072981366
223	0.001072979603
224	0.001057596893
225	0.001057596893
226	0.001057612285
227	0.001057603828
228	0.001057593866
229	0.001057590764
230	0.001057599813
231	0.001054365295
232	0.001044464631
233	0.001028236432
234	0.001028236432
235	0.001028231581
236	0.00102823421
237	0.001028226702
238	0.001028226702
239	0.001028226702
240	0.001028227926
241	0.001028238758
242	0.001028238758
243	0.001028238758
244	0.001028224363
245	0.001028226194
246	0.001028233307
247	0.001028233307
248	0.001028223655
249	0.001013023122
250	0.001013016755
251	0.00101302327
252	0.001013023518
253	0.00101301643
254	0.001013019796
255	0.001013005363
256	0.001013012249
257	0.001013019935
258	0.001013010299
259	0.001013010299
260	0.001013003811
261	0.001013003811
262	0.001012476496
263	0.001012488222
264	0.001012469628
265	0.00101243327
266	0.001012418403
267	0.001012418403
268	0.001012418403
269	0.001012420043
270	0.001012427133
271	0.001010744046
272	0.001010736971
273	0.001010726678
274	0.001010725486
275	0.001010717542
276	0.001010722264
277	0.001010714088
278	0.001010718886
279	0.001010718886
280	0.001010717283
281	0.001010717283
282	0.001010705166
283	0.001010712397
284	0.001010708606
285	0.001010708606
286	0.001010712849
287	0.001010712849
288	0.001010712849
289	0.001010714979
290	0.001010702187
291	0.001008184436
292	0.001008184436
293	0.001008183982
294	0.001008196739
295	0.00100819062
296	0.001008175888
297	0.000991892897
298	0.000991892075
299	0.0009918820097
300	0.0009918820097
301	0.0009918780926
302	0.0009918780926
303	0.0009918722783
304	0.0009918652021
305	0.0009918772371
306	0.0009918719889
307	0.0009904497282
308	0.0009904485324
309	0.0009691249943
310	0.0009691223901
311	0.0009691103062
312	0.0009691046635
313	0.0009691125257
314	0.0009691095381
315	0.000969111898
316	0.000969109887
317	0.0009690993435
318	0.0009691121447
319	0.0009691028313
320	0.0009690974
321	0.0009691010357
322	0.00096910323
323	0.0009691019404
324	0.0009690950751
325	0.0009690978719
326	0.0009690978719
327	0.0009690990968
328	0.0009690793201
329	0.0009690881036
330	0.0009690721693
331	0.0009690922122
332	0.0009690884726
333	0.0009690884726
334	0.0009690830231
335	0.0009690822005
336	0.0009549022193
337	0.0009549030898
338	0.0009549119256
339	0.0009549119256
340	0.0009549162597
341	0.0009549079084
342	0.0009548900794
343	0.000954899615
344	0.000954901987
345	0.0009549049958
346	0.0009548936005
347	0.0009548986863
348	0.0009548914764
349	0.0009548955653
350	0.0009548973001
351	0.0009548973001
352	0.0009548856664
353	0.0009548779744
354	0.0009548779744
355	0.0009548779744
356	0.0009548817315
357	0.0009548919115
358	0.0009548746881
359	0.0009548747061
360	0.0009548793226
361	0.0009548849259
362	0.0009548815387
363	0.0009548713078
364	0.0009548841645
365	0.0009548692083
366	0.000954871905
367	0.0009548546214
368	0.0009548544901
369	0.0009548533038
370	0.0009548533038
371	0.0009548499777
372	0.0009548618222
373	0.0009548512006
374	0.0009548599726
375	0.0009548599726
376	0.0009548598083
377	0.0009548450232
378	0.0009548506909
379	0.0009548433886
380	0.0009548469354
381	0.0009548486946
382	0.0009548501066
383	0.0009548501066
384	0.0009548259452
385	0.0009548322088
386	0.0009548267335
387	0.0009548234713
388	0.0009548255453
389	0.0009548199732
390	0.000954829676
391	0.000954829676
392	0.0009548174341
393	0.00095482338
394	0.00095482338
395	0.00095482338
396	0.0009548126112
397	0.0009548219755
398	0.000954816525
399	0.0009548140967
400	0.0009548028213
401	0.0009548144395
402	0.0009548234878
403	0.0009548186593
404	0.0009548104069
405	0.0009548104069
406	0.0009548003515
407	0.0009548090128
408	0.0009548090128
